,Bigram,Count,Frequency
1514,юБ,6,1.2024433649175124e-05
1515,уе,1,2.0040722748625205e-06
1516,єТ,15,3.006108412293781e-05
1517,АТ,2,4.008144549725041e-06
1518,іР,5,1.0020361374312604e-05
1519,щ—,2,4.008144549725041e-06
1520,щд,4,8.016289099450082e-06
1521,Гн,2,4.008144549725041e-06
1522,щЛ,2,4.008144549725041e-06
1523,хР,4,8.016289099450082e-06
1524,кЗ,9,1.8036650473762684e-05
1525,шЯ,5,1.0020361374312604e-05
1526,Я—,11,2.2044795023487728e-05
1527,йС,18,3.607330094752537e-05
1528,УЧ,3,6.012216824587562e-06
1529,Хв,5,1.0020361374312604e-05
1530,шХ,6,1.2024433649175124e-05
1531,Іх,9,1.8036650473762684e-05
1532,Ял,2,4.008144549725041e-06
1533,Яп,8,1.6032578198900164e-05
1534,пє,29,5.81180959710131e-05
1535,кї,18,3.607330094752537e-05
1536,Ме,31,6.212624052073814e-05
1537,Зі,6,1.2024433649175124e-05
1538,юВ,28,5.611402369615058e-05
1539,шб,18,3.607330094752537e-05
1540,иЙ,3,6.012216824587562e-06
1541,вЛ,43,8.617510781908838e-05
1542,вю,13,2.6052939573212768e-05
1543,сУ,1,2.0040722748625205e-06
1544,щб,4,8.016289099450082e-06
1545,Сх,4,8.016289099450082e-06
1546,ьЙ,2,4.008144549725041e-06
1547,щя,7,1.4028505924037644e-05
1548,вК,27,5.410995142128806e-05
1549,гД,1,2.0040722748625205e-06
1550,єЛ,27,5.410995142128806e-05
1551,—Р,12,2.4048867298350248e-05
1552,еК,15,3.006108412293781e-05
1553,тЗ,3,6.012216824587562e-06
1554,кП,16,3.206515639780033e-05
1555,Уз,16,3.206515639780033e-05
1556,вШ,6,1.2024433649175124e-05
1557,рТ,5,1.0020361374312604e-05
1558,вХ,24,4.8097734596700496e-05
1559,щО,1,2.0040722748625205e-06
1560,йХ,10,2.0040722748625208e-05
1561,щК,1,2.0040722748625205e-06
1562,юЛ,3,6.012216824587562e-06
1563,чО,4,8.016289099450082e-06
1564,Он,32,6.413031279560066e-05
1565,зГ,21,4.208551777211293e-05
1566,нЯ,2,4.008144549725041e-06
1567,дЧ,13,2.6052939573212768e-05
1568,нї,16,3.206515639780033e-05
1569,Вй,2,4.008144549725041e-06
1570,іГ,33,6.613438507046319e-05
1571,юЧ,23,4.609366232183797e-05
1572,їІ,5,1.0020361374312604e-05
1573,шг,3,6.012216824587562e-06
1574,шз,18,3.607330094752537e-05
1575,чД,4,8.016289099450082e-06
1576,шї,3,6.012216824587562e-06
1577,рЧ,8,1.6032578198900164e-05
1578,Ся,4,8.016289099450082e-06
1579,рН,4,8.016289099450082e-06
1580,цн,14,2.805701184807529e-05
1581,кТ,12,2.4048867298350248e-05
1582,VI,9,1.8036650473762684e-05
1583,"I
",13,2.6052939573212768e-05
1584,ДО,6,1.2024433649175124e-05
1585,ОЗ,3,6.012216824587562e-06
1586,ЗН,2,4.008144549725041e-06
1587,АВ,4,8.016289099450082e-06
1588,ВС,1,2.0040722748625205e-06
1589,СЯ,1,2.0040722748625205e-06
1590,"Я
",2,4.008144549725041e-06
1591,оЙ,11,2.2044795023487728e-05
1592,Йд,3,6.012216824587562e-06
1593,нК,5,1.0020361374312604e-05
1594,Кр,82,0.0001643339265387267
1595,жА,1,2.0040722748625205e-06
1596,"
Ю",1,2.0040722748625205e-06
1597,Юр,1,2.0040722748625205e-06
1598,Яз,18,3.607330094752537e-05
1599,Тя,7,1.4028505924037644e-05
1600,Іг,2,4.008144549725041e-06
1601,гв,24,4.8097734596700496e-05
1602,аЄ,3,6.012216824587562e-06
1603,Єч,2,4.008144549725041e-06
1604,еЄ,1,2.0040722748625205e-06
1605,Єд,2,4.008144549725041e-06
1606,Дя,6,1.2024433649175124e-05
1607,сВ,1,2.0040722748625205e-06
1608,аф,6,1.2024433649175124e-05
1609,фа,5,1.0020361374312604e-05
1610,хД,7,1.4028505924037644e-05
1611,зф,3,6.012216824587562e-06
1612,уф,2,4.008144549725041e-06
1613,їЧ,11,2.2044795023487728e-05
1614,ии,8,1.6032578198900164e-05
1615,дщ,9,1.8036650473762684e-05
1616,їП,4,8.016289099450082e-06
1617,оЖ,7,1.4028505924037644e-05
1618,"Є
",1,2.0040722748625205e-06
1619,хА,4,8.016289099450082e-06
1620,гг,5,1.0020361374312604e-05
1621,їч,11,2.2044795023487728e-05
1622,юД,8,1.6032578198900164e-05
1623,Ча,12,2.4048867298350248e-05
1624,Зт,8,1.6032578198900164e-05
1625,яи,3,6.012216824587562e-06
1626,IХ,1,2.0040722748625205e-06
1627,ХА,2,4.008144549725041e-06
1628,АЗ,2,4.008144549725041e-06
1629,ЗЯ,1,2.0040722748625205e-06
1630,ЯЇ,1,2.0040722748625205e-06
1631,ЇН,1,2.0040722748625205e-06
1632,хЯ,3,6.012216824587562e-06
1633,ьЕ,2,4.008144549725041e-06
1634,хї,12,2.4048867298350248e-05
1635,Іщ,5,1.0020361374312604e-05
1636,иф,5,1.0020361374312604e-05
1637,ае,43,8.617510781908838e-05
1638,нж,9,1.8036650473762684e-05
1639,йІ,5,1.0020361374312604e-05
1640,рХ,2,4.008144549725041e-06
1641,Ал,7,1.4028505924037644e-05
1642,шВ,3,6.012216824587562e-06
1643,ьЦ,2,4.008144549725041e-06
1644,Ць,2,4.008144549725041e-06
1645,шІ,2,4.008144549725041e-06
1646,йЦ,2,4.008144549725041e-06
1647,Ца,4,8.016289099450082e-06
1648,рУ,1,2.0040722748625205e-06
1649,єБ,5,1.0020361374312604e-05
1650,—Й,1,2.0040722748625205e-06
1651,єС,9,1.8036650473762684e-05
1652,мє,2,4.008144549725041e-06
1653,оУ,19,3.807737322238789e-05
1654,кЖ,2,4.008144549725041e-06
1655,кХ,7,1.4028505924037644e-05
1656,Жа,11,2.2044795023487728e-05
1657,єД,7,1.4028505924037644e-05
1658,яЖ,3,6.012216824587562e-06
1659,хЦ,3,6.012216824587562e-06
1660,їЛ,1,2.0040722748625205e-06
1661,лб,4,8.016289099450082e-06
1662,шП,7,1.4028505924037644e-05
1663,Хе,5,1.0020361374312604e-05
1664,ґв,7,1.4028505924037644e-05
1665,"
Е",1,2.0040722748625205e-06
1666,Ар,5,1.0020361374312604e-05
1667,мЗ,11,2.2044795023487728e-05
1668,нБ,2,4.008144549725041e-06
1669,дє,1,2.0040722748625205e-06
1670,тш,4,8.016289099450082e-06
1671,Ло,14,2.805701184807529e-05
1672,йЛ,9,1.8036650473762684e-05
1673,"
Ц",10,2.0040722748625208e-05
1674,дГ,6,1.2024433649175124e-05
1675,Зб,9,1.8036650473762684e-05
1676,цт,5,1.0020361374312604e-05
1677,Зж,1,2.0040722748625205e-06
1678,Вб,1,2.0040722748625205e-06
1679,жл,9,1.8036650473762684e-05
1680,АД,3,6.012216824587562e-06
1681,ДР,1,2.0040722748625205e-06
1682,РУ,3,6.012216824587562e-06
1683,УГ,2,4.008144549725041e-06
1684,ГА,2,4.008144549725041e-06
1685,СІ,1,2.0040722748625205e-06
1686,ЧО,1,2.0040722748625205e-06
1687,ВИ,2,4.008144549725041e-06
1688,ИК,1,2.0040722748625205e-06
1689,"К
",2,4.008144549725041e-06
1690,иР,9,1.8036650473762684e-05
1691,цс,3,6.012216824587562e-06
1692,хП,15,3.006108412293781e-05
1693,чд,12,2.4048867298350248e-05
1694,Ог,8,1.6032578198900164e-05
1695,нГ,6,1.2024433649175124e-05
1696,"
Й",3,6.012216824587562e-06
1697,Йш,1,2.0040722748625205e-06
1698,ьК,17,3.406922867266285e-05
1699,пю,13,2.6052939573212768e-05
1700,Вї,1,2.0040722748625205e-06
1701,яР,10,2.0040722748625208e-05
1702,Ов,16,3.206515639780033e-05
1703,рР,1,2.0040722748625205e-06
1704,хК,4,8.016289099450082e-06
1705,Кл,6,1.2024433649175124e-05
1706,нЧ,19,3.807737322238789e-05
1707,зЗ,1,2.0040722748625205e-06
1708,сА,4,8.016289099450082e-06
1709,ІМ,3,6.012216824587562e-06
1710,бІ,2,4.008144549725041e-06
1711,чН,5,1.0020361374312604e-05
1712,иИ,2,4.008144549725041e-06
1713,Ив,6,1.2024433649175124e-05
1714,лз,9,1.8036650473762684e-05
1715,мУ,7,1.4028505924037644e-05
1716,пЗ,1,2.0040722748625205e-06
1717,Дн,5,1.0020361374312604e-05
1718,ьЯ,17,3.406922867266285e-05
1719,їУ,7,1.4028505924037644e-05
1720,Сь,5,1.0020361374312604e-05
1721,шС,3,6.012216824587562e-06
1722,оЦ,4,8.016289099450082e-06
1723,еУ,15,3.006108412293781e-05
1724,єє,10,2.0040722748625208e-05
1725,шР,2,4.008144549725041e-06
1726,бТ,2,4.008144549725041e-06
1727,йЖ,1,2.0040722748625205e-06
1728,єР,4,8.016289099450082e-06
1729,Ур,7,1.4028505924037644e-05
1730,УІ,1,2.0040722748625205e-06
1731,дМ,8,1.6032578198900164e-05
1732,АМ,11,2.2044795023487728e-05
1733,АІ,1,2.0040722748625205e-06
1734,вЄ,6,1.2024433649175124e-05
1735,Єб,1,2.0040722748625205e-06
1736,нМ,5,1.0020361374312604e-05
1737,Уп,17,3.406922867266285e-05
1738,IX,3,6.012216824587562e-06
1739,"X
",5,1.0020361374312604e-05
1740,ПІ,2,4.008144549725041e-06
1741,ІС,1,2.0040722748625205e-06
1742,СК,2,4.008144549725041e-06
1743,КИ,2,4.008144549725041e-06
1744,вЖ,4,8.016289099450082e-06
1745,"
Ї",1,2.0040722748625205e-06
1746,Їх,1,2.0040722748625205e-06
1747,мК,4,8.016289099450082e-06
1748,тП,9,1.8036650473762684e-05
1749,пс,9,1.8036650473762684e-05
1750,лп,11,2.2044795023487728e-05
1751,дС,4,8.016289099450082e-06
1752,чл,10,2.0040722748625208e-05
1753,Ри,5,1.0020361374312604e-05
1754,іЩ,15,3.006108412293781e-05
1755,Щб,1,2.0040722748625205e-06
1756,їН,5,1.0020361374312604e-05
1757,лж,1,2.0040722748625205e-06
1758,хХ,5,1.0020361374312604e-05
1759,їЗ,3,6.012216824587562e-06
1760,кЦ,1,2.0040722748625205e-06
1761,тГ,4,8.016289099450082e-06
1762,лм,3,6.012216824587562e-06
1763,щ6,2,4.008144549725041e-06
1764,6р,1,2.0040722748625205e-06
1765,хГ,3,6.012216824587562e-06
1766,Щ6,1,2.0040722748625205e-06
1767,6ц,1,2.0040722748625205e-06
1768,вЩ,5,1.0020361374312604e-05
1769,мю,7,1.4028505924037644e-05
1770,уЛ,15,3.006108412293781e-05
1771,рД,1,2.0040722748625205e-06
1772,нД,3,6.012216824587562e-06
1773,шш,1,2.0040722748625205e-06
1774,лс,9,1.8036650473762684e-05
1775,щк,2,4.008144549725041e-06
1776,сЛ,3,6.012216824587562e-06
1777,нТ,11,2.2044795023487728e-05
1778,сТ,4,8.016289099450082e-06
1779,рї,4,8.016289099450082e-06
1780,лр,5,1.0020361374312604e-05
1781,кС,6,1.2024433649175124e-05
1782,Тп,2,4.008144549725041e-06
1783,Зп,9,1.8036650473762684e-05
1784,сО,4,8.016289099450082e-06
1785,рК,3,6.012216824587562e-06
1786,Гв,1,2.0040722748625205e-06
1787,лд,27,5.410995142128806e-05
1788,щь,1,2.0040722748625205e-06
1789,Вє,1,2.0040722748625205e-06
1790,мЛ,5,1.0020361374312604e-05
1791,"л
",8,1.6032578198900164e-05
1792,6д,1,2.0040722748625205e-06
1793,яґ,2,4.008144549725041e-06
1794,иШ,10,2.0040722748625208e-05
1795,Шк,15,3.006108412293781e-05
1796,—H,3,6.012216824587562e-06
1797,He,2,4.008144549725041e-06
1798,ex,1,2.0040722748625205e-06
1799,xя,1,2.0040722748625205e-06
1800,єе,1,2.0040722748625205e-06
1801,кЛ,7,1.4028505924037644e-05
1802,нС,3,6.012216824587562e-06
1803,іЄ,1,2.0040722748625205e-06
1804,Єв,11,2.2044795023487728e-05
1805,бЛ,2,4.008144549725041e-06
1806,зґ,1,2.0040722748625205e-06
1807,тТ,2,4.008144549725041e-06
1808,дЛ,1,2.0040722748625205e-06
1809,юІ,11,2.2044795023487728e-05
1810,"Х
",3,6.012216824587562e-06
1811,ПА,1,2.0040722748625205e-06
1812,АН,2,4.008144549725041e-06
1813,НИ,1,2.0040722748625205e-06
1814,ИП,1,2.0040722748625205e-06
1815,ЬС,1,2.0040722748625205e-06
1816,СЬ,1,2.0040722748625205e-06
1817,ЬК,3,6.012216824587562e-06
1818,КІ,1,2.0040722748625205e-06
1819,дП,3,6.012216824587562e-06
1820,сш,4,8.016289099450082e-06
1821,цД,1,2.0040722748625205e-06
1822,цм,6,1.2024433649175124e-05
1823,жП,5,1.0020361374312604e-05
1824,дН,3,6.012216824587562e-06
1825,шь,34,6.81384573453257e-05
1826,Аф,1,2.0040722748625205e-06
1827,фо,6,1.2024433649175124e-05
1828,оф,38,7.615474644477578e-05
1829,фт,7,1.4028505924037644e-05
1830,лё,1,2.0040722748625205e-06
1831,ён,4,8.016289099450082e-06
1832,Ты,4,8.016289099450082e-06
1833,ыт,7,1.4028505924037644e-05
1834,ты,25,5.010180687156301e-05
1835,ыы,1,2.0040722748625205e-06
1836,ы—,5,1.0020361374312604e-05
1837,тА,3,6.012216824587562e-06
1838,Ом,7,1.4028505924037644e-05
1839,и1,1,2.0040722748625205e-06
1840,1о,1,2.0040722748625205e-06
1841,цк,2,4.008144549725041e-06
1842,чь,4,8.016289099450082e-06
1843,Кт,2,4.008144549725041e-06
1844,чВ,4,8.016289099450082e-06
1845,мё,1,2.0040722748625205e-06
1846,Вы,2,4.008144549725041e-06
1847,ыб,4,8.016289099450082e-06
1848,тэ,2,4.008144549725041e-06
1849,эд,2,4.008144549725041e-06
1850,Ол,2,4.008144549725041e-06
1851,Вд,2,4.008144549725041e-06
1852,аИ,2,4.008144549725041e-06
1853,нШ,2,4.008144549725041e-06
1854,нА,4,8.016289099450082e-06
1855,жї,12,2.4048867298350248e-05
1856,цМ,1,2.0040722748625205e-06
1857,Му,11,2.2044795023487728e-05
1858,цС,1,2.0040722748625205e-06
1859,дЦ,1,2.0040722748625205e-06
1860,пА,1,2.0040722748625205e-06
1861,дК,1,2.0040722748625205e-06
1862,їМ,5,1.0020361374312604e-05
1863,сї,4,8.016289099450082e-06
1864,Тв,1,2.0040722748625205e-06
1865,Пх,5,1.0020361374312604e-05
1866,—3,2,4.008144549725041e-06
1867,3к,1,2.0040722748625205e-06
1868,3д,1,2.0040722748625205e-06
1869,яБ,10,2.0040722748625208e-05
1870,гз,17,3.406922867266285e-05
1871,зС,6,1.2024433649175124e-05
1872,Дл,2,4.008144549725041e-06
1873,оШ,8,1.6032578198900164e-05
1874,Шо,3,6.012216824587562e-06
1875,яШ,9,1.8036650473762684e-05
1876,АУ,3,6.012216824587562e-06
1877,фи,1,2.0040722748625205e-06
1878,Ях,3,6.012216824587562e-06
1879,їБ,2,4.008144549725041e-06
1880,рС,6,1.2024433649175124e-05
1881,чш,2,4.008144549725041e-06
1882,Ря,3,6.012216824587562e-06
1883,Йв,1,2.0040722748625205e-06
1884,Дм,33,6.613438507046319e-05
1885,яЮ,1,2.0040722748625205e-06
1886,Юх,1,2.0040722748625205e-06
1887,оИ,2,4.008144549725041e-06
1888,чї,1,2.0040722748625205e-06
1889,чІ,1,2.0040722748625205e-06
1890,Вр,4,8.016289099450082e-06
1891,цж,1,2.0040722748625205e-06
1892,о5,1,2.0040722748625205e-06
1893,50,1,2.0040722748625205e-06
1894,0к,1,2.0040722748625205e-06
1895,гП,3,6.012216824587562e-06
1896,чЩ,2,4.008144549725041e-06
1897,фі,37,7.415067416991327e-05
1898,кВ,10,2.0040722748625208e-05
1899,ои,12,2.4048867298350248e-05
1900,дР,2,4.008144549725041e-06
1901,Зу,3,6.012216824587562e-06
1902,єК,5,1.0020361374312604e-05
1903,у7,1,2.0040722748625205e-06
1904,7Н,1,2.0040722748625205e-06
1905,аШ,9,1.8036650473762684e-05
1906,жш,6,1.2024433649175124e-05
1907,"
я",2,4.008144549725041e-06
1908,Зч,6,1.2024433649175124e-05
1909,тО,3,6.012216824587562e-06
1910,—Ш,21,4.208551777211293e-05
1911,чШ,2,4.008144549725041e-06
1912,хц,8,1.6032578198900164e-05
1913,Же,1,2.0040722748625205e-06
1914,дЩ,3,6.012216824587562e-06
1915,хЩ,2,4.008144549725041e-06
1916,аЖ,6,1.2024433649175124e-05
1917,УВ,1,2.0040722748625205e-06
1918,чг,11,2.2044795023487728e-05
1919,яЙ,3,6.012216824587562e-06
1920,"
X",19,3.807737322238789e-05
1921,XI,9,1.8036650473762684e-05
1922,МА,3,6.012216824587562e-06
1923,АХ,2,4.008144549725041e-06
1924,МЕ,1,2.0040722748625205e-06
1925,ЕД,2,4.008144549725041e-06
1926,"Д
",1,2.0040722748625205e-06
1927,аи,4,8.016289099450082e-06
1928,аЦ,5,1.0020361374312604e-05
1929,їЯ,3,6.012216824587562e-06
1930,чА,6,1.2024433649175124e-05
1931,Зк,3,6.012216824587562e-06
1932,Би,6,1.2024433649175124e-05
1933,дБ,2,4.008144549725041e-06
1934,УМ,5,1.0020361374312604e-05
1935,Ей,1,2.0040722748625205e-06
1936,Кі,2,4.008144549725041e-06
1937,"п
",2,4.008144549725041e-06
1938,уґ,1,2.0040722748625205e-06
1939,ґр,1,2.0040722748625205e-06
1940,Лу,182,0.0003647411540249788
1941,Тх,1,2.0040722748625205e-06
1942,уШ,6,1.2024433649175124e-05
1943,Шр,2,4.008144549725041e-06
1944,Пє,1,2.0040722748625205e-06
1945,Уг,9,1.8036650473762684e-05
1946,Пл,7,1.4028505924037644e-05
1947,їи,1,2.0040722748625205e-06
1948,нН,2,4.008144549725041e-06
1949,гО,1,2.0040722748625205e-06
1950,МО,2,4.008144549725041e-06
1951,ОС,1,2.0040722748625205e-06
1952,КА,7,1.4028505924037644e-05
1953,АЛ,3,6.012216824587562e-06
1954,ЛЯ,1,2.0040722748625205e-06
1955,ЯХ,1,2.0040722748625205e-06
1956,нЩ,2,4.008144549725041e-06
1957,пб,6,1.2024433649175124e-05
1958,мШ,4,8.016289099450082e-06
1959,—и,2,4.008144549725041e-06
1960,бы,19,3.807737322238789e-05
1961,"ы
",1,2.0040722748625205e-06
1962,ып,5,1.0020361374312604e-05
1963,нЦ,2,4.008144549725041e-06
1964,ьф,3,6.012216824587562e-06
1965,Вн,1,2.0040722748625205e-06
1966,Ву,1,2.0040722748625205e-06
1967,мы,3,6.012216824587562e-06
1968,юЄ,1,2.0040722748625205e-06
1969,Єт,1,2.0040722748625205e-06
1970,Но,4,8.016289099450082e-06
1971,Яу,2,4.008144549725041e-06
1972,Яд,7,1.4028505924037644e-05
1973,тЯ,2,4.008144549725041e-06
1974,дЙ,1,2.0040722748625205e-06
1975,єЯ,7,1.4028505924037644e-05
1976,Яї,3,6.012216824587562e-06
1977,іЦ,3,6.012216824587562e-06
1978,іе,2,4.008144549725041e-06
1979,ры,7,1.4028505924037644e-05
1980,ый,8,1.6032578198900164e-05
1981,ие,28,5.611402369615058e-05
1982,ды,1,2.0040722748625205e-06
1983,ыр,2,4.008144549725041e-06
1984,ыз,5,1.0020361374312604e-05
1985,ыл,5,1.0020361374312604e-05
1986,фе,18,3.607330094752537e-05
1987,дф,9,1.8036650473762684e-05
1988,лЗ,2,4.008144549725041e-06
1989,цы,14,2.805701184807529e-05
1990,ыч,5,1.0020361374312604e-05
1991,йи,2,4.008144549725041e-06
1992,бь,5,1.0020361374312604e-05
1993,еи,6,1.2024433649175124e-05
1994,юе,2,4.008144549725041e-06
1995,еф,7,1.4028505924037644e-05
1996,фг,1,2.0040722748625205e-06
1997,ьЭ,1,2.0040722748625205e-06
1998,Эт,3,6.012216824587562e-06
1999,йЕ,1,2.0040722748625205e-06
2000,Ем,1,2.0040722748625205e-06
2001,уи,1,2.0040722748625205e-06
2002,ьи,1,2.0040722748625205e-06
2003,оФ,1,2.0040722748625205e-06
2004,Фе,6,1.2024433649175124e-05
2005,сё,1,2.0040722748625205e-06
2006,ёв,1,2.0040722748625205e-06
2007,Шт,5,1.0020361374312604e-05
2008,Ес,2,4.008144549725041e-06
2009,Яи,1,2.0040722748625205e-06
2010,рё,6,1.2024433649175124e-05
2011,ём,2,4.008144549725041e-06
2012,ыв,7,1.4028505924037644e-05
2013,ёш,4,8.016289099450082e-06
2014,вё,1,2.0040722748625205e-06
2015,ёр,1,2.0040722748625205e-06
2016,дё,4,8.016289099450082e-06
2017,ёт,3,6.012216824587562e-06
2018,тИ,1,2.0040722748625205e-06
2019,вЕ,1,2.0040722748625205e-06
2020,Ев,2,4.008144549725041e-06
2021,лМ,3,6.012216824587562e-06
2022,ьФ,2,4.008144549725041e-06
2023,лы,2,4.008144549725041e-06
2024,ыш,3,6.012216824587562e-06
2025,ым,4,8.016289099450082e-06
2026,Аш,5,1.0020361374312604e-05
2027,ын,5,1.0020361374312604e-05
2028,сє,11,2.2044795023487728e-05
2029,ьЄ,1,2.0040722748625205e-06
2030,цА,1,2.0040722748625205e-06
2031,зё,4,8.016289099450082e-06
2032,яе,7,1.4028505924037644e-05
2033,ье,8,1.6032578198900164e-05
2034,гь,1,2.0040722748625205e-06
2035,ыо,5,1.0020361374312604e-05
2036,Мы,1,2.0040722748625205e-06
2037,вь,4,8.016289099450082e-06
2038,вы,3,6.012216824587562e-06
2039,пь,3,6.012216824587562e-06
2040,йИ,1,2.0040722748625205e-06
2041,Иш,2,4.008144549725041e-06
2042,ык,3,6.012216824587562e-06
2043,Іі,2,4.008144549725041e-06
2044,ыс,4,8.016289099450082e-06
2045,єЄ,1,2.0040722748625205e-06
2046,цН,1,2.0040722748625205e-06
2047,ыП,1,2.0040722748625205e-06
2048,Сч,1,2.0040722748625205e-06
2049,ыА,1,2.0040722748625205e-06
2050,Чт,2,4.008144549725041e-06
2051,тК,2,4.008144549725041e-06
2052,цб,1,2.0040722748625205e-06
2053,уЕ,1,2.0040722748625205e-06
2054,лН,1,2.0040722748625205e-06
2055,ые,5,1.0020361374312604e-05
2056,яЄ,2,4.008144549725041e-06
2057,кД,7,1.4028505924037644e-05
2058,ны,8,1.6032578198900164e-05
2059,—Ф,1,2.0040722748625205e-06
2060,Фи,2,4.008144549725041e-06
2061,пы,2,4.008144549725041e-06
2062,аФ,1,2.0040722748625205e-06
2063,зы,1,2.0040722748625205e-06
2064,тД,2,4.008144549725041e-06
2065,ыд,2,4.008144549725041e-06
2066,жь,1,2.0040722748625205e-06
2067,ыя,2,4.008144549725041e-06
2068,йР,2,4.008144549725041e-06
2069,тС,4,8.016289099450082e-06
2070,ёх,2,4.008144549725041e-06
2071,Уу,4,8.016289099450082e-06
2072,—э,1,2.0040722748625205e-06
2073,эт,2,4.008144549725041e-06
2074,йЭ,1,2.0040722748625205e-06
2075,Тє,1,2.0040722748625205e-06
2076,ьШ,4,8.016289099450082e-06
2077,Ши,8,1.6032578198900164e-05
2078,ью,4,8.016289099450082e-06
2079,Пя,7,1.4028505924037644e-05
2080,дэ,1,2.0040722748625205e-06
2081,ыа,1,2.0040722748625205e-06
2082,ёд,1,2.0040722748625205e-06
2083,КС,1,2.0040722748625205e-06
2084,СИ,1,2.0040722748625205e-06
2085,ИМ,2,4.008144549725041e-06
2086,М—,1,2.0040722748625205e-06
2087,ШИ,2,4.008144549725041e-06
2088,"М
",1,2.0040722748625205e-06
2089,рМ,4,8.016289099450082e-06
2090,чЙ,1,2.0040722748625205e-06
2091,в1,1,2.0040722748625205e-06
2092,18,1,2.0040722748625205e-06
2093,84,1,2.0040722748625205e-06
2094,48,1,2.0040722748625205e-06
2095,8р,1,2.0040722748625205e-06
2096,фр,2,4.008144549725041e-06
2097,бМ,2,4.008144549725041e-06
2098,цх,1,2.0040722748625205e-06
2099,лХ,1,2.0040722748625205e-06
2100,чП,4,8.016289099450082e-06
2101,хФ,1,2.0040722748625205e-06
2102,іф,1,2.0040722748625205e-06
2103,нф,1,2.0040722748625205e-06
2104,Зм,2,4.008144549725041e-06
2105,Ру,5,1.0020361374312604e-05
2106,юР,2,4.008144549725041e-06
2107,жЯ,2,4.008144549725041e-06
2108,Зс,3,6.012216824587562e-06
2109,їу,7,1.4028505924037644e-05
2110,зЯ,8,1.6032578198900164e-05
2111,юї,6,1.2024433649175124e-05
2112,йФ,1,2.0040722748625205e-06
2113,сЗ,1,2.0040722748625205e-06
2114,уЖ,4,8.016289099450082e-06
2115,чМ,1,2.0040722748625205e-06
2116,пв,2,4.008144549725041e-06
2117,рЯ,2,4.008144549725041e-06
2118,ТР,1,2.0040722748625205e-06
2119,РЕ,2,4.008144549725041e-06
2120,ЕТ,3,6.012216824587562e-06
2121,ЕМ,3,6.012216824587562e-06
2122,ЗЕ,1,2.0040722748625205e-06
2123,МЛ,1,2.0040722748625205e-06
2124,гЧ,4,8.016289099450082e-06
2125,жХ,4,8.016289099450082e-06
2126,ЗД,2,4.008144549725041e-06
2127,Вг,1,2.0040722748625205e-06
2128,Уц,2,4.008144549725041e-06
2129,ґу,2,4.008144549725041e-06
2130,шЧ,8,1.6032578198900164e-05
2131,Ят,11,2.2044795023487728e-05
2132,Яц,1,2.0040722748625205e-06
2133,Ги,2,4.008144549725041e-06
2134,шЗ,1,2.0040722748625205e-06
2135,бХ,2,4.008144549725041e-06
2136,жЧ,2,4.008144549725041e-06
2137,Шм,1,2.0040722748625205e-06
2138,лх,1,2.0040722748625205e-06
2139,чТ,5,1.0020361374312604e-05
2140,eт,1,2.0040722748625205e-06
2141,вЦ,1,2.0040722748625205e-06
2142,їА,2,4.008144549725041e-06
2143,бЯ,2,4.008144549725041e-06
2144,жЗ,2,4.008144549725041e-06
2145,Вп,2,4.008144549725041e-06
2146,щц,1,2.0040722748625205e-06
2147,ІГ,2,4.008144549725041e-06
2148,зЩ,1,2.0040722748625205e-06
2149,XV,8,1.6032578198900164e-05
2150,ЗЛ,1,2.0040722748625205e-06
2151,ЛЕ,2,4.008144549725041e-06
2152,ЕГ,1,2.0040722748625205e-06
2153,ГК,1,2.0040722748625205e-06
2154,КО,3,6.012216824587562e-06
2155,ОЇ,3,6.012216824587562e-06
2156,ЇР,1,2.0040722748625205e-06
2157,УК,4,8.016289099450082e-06
2158,"И
",1,2.0040722748625205e-06
2159,вЙ,2,4.008144549725041e-06
2160,нР,1,2.0040722748625205e-06
2161,їф,1,2.0040722748625205e-06
2162,пФ,1,2.0040722748625205e-06
2163,Жд,3,6.012216824587562e-06
2164,Хх,1,2.0040722748625205e-06
2165,ІП,3,6.012216824587562e-06
2166,іЙ,5,1.0020361374312604e-05
2167,їД,3,6.012216824587562e-06
2168,Сц,4,8.016289099450082e-06
2169,"ц
",1,2.0040722748625205e-06
2170,пщ,1,2.0040722748625205e-06
2171,пД,1,2.0040722748625205e-06
2172,пГ,1,2.0040722748625205e-06
2173,Цо,2,4.008144549725041e-06
2174,пН,1,2.0040722748625205e-06
2175,Дз,2,4.008144549725041e-06
2176,уЙ,4,8.016289099450082e-06
2177,ІК,2,4.008144549725041e-06
2178,рЗ,3,6.012216824587562e-06
2179,рІ,6,1.2024433649175124e-05
2180,шх,4,8.016289099450082e-06
2181,кК,3,6.012216824587562e-06
2182,шЦ,1,2.0040722748625205e-06
2183,Ет,1,2.0040722748625205e-06
2184,Яч,4,8.016289099450082e-06
2185,ТО,1,2.0040722748625205e-06
2186,РИ,1,2.0040722748625205e-06
2187,ИС,1,2.0040722748625205e-06
2188,ТВ,2,4.008144549725041e-06
2189,"О
",1,2.0040722748625205e-06
2190,Пю,1,2.0040722748625205e-06
2191,хЛ,3,6.012216824587562e-06
2192,жх,9,1.8036650473762684e-05
2193,мЦ,2,4.008144549725041e-06
2194,юЙ,2,4.008144549725041e-06
2195,Уш,2,4.008144549725041e-06
2196,оЄ,1,2.0040722748625205e-06
2197,Вш,1,2.0040722748625205e-06
